model_name,cluster_id_30,global_mae,perturbed_auroc,perturbed_auprc,derived_radius_mae,derived_class_macro_f1,mae_shell_0,mae_shell_1,mae_shell_2,mae_shell_3,mae_shell_4,shell_mae
base_v5,3x2y_C,0.22677185228771413,0.7793669047299656,0.2024684907048265,17.662153879801433,0.0,0.2783454932548382,0.3667323637269249,0.4695211930835361,0.3664797684325498,0.11616714305334384,0.3194491923102386
base_v5,3zwb_B,0.1983591088345334,0.8435742619046597,0.17676873920407704,49.847237723214285,0.0,0.13588287220114753,0.15434319568531854,0.13665929578534258,0.1637785744750026,0.20563323281017093,0.15925943419139646
base_v5,4bl2_B,0.584999478793932,0.8449548611072263,0.4475071927738763,5.883495431197317,1.0,0.47672214110692346,0.4959528517142253,0.4678398843601453,0.4417772744133725,0.6059682696554731,0.49765208425002794
base_v5,4cj8_I,0.3564385893049752,0.7915866936008753,0.4322200560802091,33.61017608642578,0.0,1.01970954594158,0.3087400019701038,0.3697913270286382,0.3102847073594086,0.35978144212820373,0.4736614048855869
base_v5,4cv1_E,0.37975315782082864,0.9015915105082256,0.5245755378539387,31.12730160471081,0.25920542635658916,0.8440052591244995,0.6174124710927752,0.5172215064852608,0.34972598965814394,0.3632685667008103,0.538326758612298
base_v5,4dfx_E,0.2898443682722239,0.8936972059779077,0.23410649964651975,18.141690254211426,1.0,1.5988564623726738,2.0158387074867883,0.8353189220031103,0.20793325106302898,0.24578256893400863,0.9807459823719219
base_v5,4f4m_D,0.20020841111311807,0.8594172107652942,0.35512330728714153,18.310216406117316,0.17391304347826086,0.12328263890484105,0.13061024041881697,0.1909092025508162,0.16245587231526476,0.25201471337939135,0.17185453351382607
base_v5,4gvr_C,0.3212424949851262,0.7860093419178203,0.16628815812281608,13.69410228729248,0.7777777777777778,0.1520653478111382,0.12327278989056747,0.12335809146734704,0.20507275654684098,0.4107940869168225,0.20291261452654324
base_v5,4hgq_E,0.2732562752530427,0.9109582910118712,0.30187471546570144,15.087509373823801,0.6875,0.5260664949374687,0.29936866227071735,0.30737517052862695,0.23514656698634648,0.26999052676746416,0.32758948429812473
base_v5,4ok4_B,0.23306438645586205,0.7904495668652988,0.26028795345241335,44.203465938568115,0.125,0.24098012580846748,0.22272254483153422,0.19715878617962992,0.1818761795248307,0.2395510107952936,0.2164577294279512
base_v5,4p4h_A,0.38567433642481075,0.6351099587152728,0.28941630789667905,36.8932728767395,0.0,0.24196731764823198,0.18393359685109723,0.23083145236459507,0.38157944287419976,0.4201116423178035,0.2916846904111855
base_v5,4wef_A,0.1732691669003636,0.875943270550995,0.3476600579622031,31.315160179138182,0.15,0.1291534165541331,0.08218155272352771,0.09902203367679241,0.12366429208149557,0.1928519877851205,0.12537465656421384
base_v5,4x88_A,0.14920851065491764,0.9643196004993758,0.5341269841269841,2.240385084441214,0.9242424242424242,0.2662947099618238,0.1439620154881568,0.17457697151675203,0.12418117636102137,0.14565302646417902,0.1709335799583866
base_v5,4xy5_A,0.11527890528195613,0.9792843691148776,0.9165743816906607,26.470184961954754,0.0,0.11322946432563995,0.05864908342205346,0.09932512091852595,0.10540547488760564,0.14504762132500493,0.10433135297576597
base_v5,5hgv_C,0.23305079830615874,0.6352771751870935,0.005489916339113827,14.587264060974121,0.75,0.26928737107664347,0.2505651098930023,0.20584083248065407,0.22311732917678653,0.23435620269040747,0.23663336906349877
base_v5,5mdw_6,0.34166685526724905,0.44,0.20772910812384499,11.302181243896484,1.0,0.4346736172835031,0.5746167659759521,0.12245399753252667,0.06591479480266571,0.32931805813783094,0.30539544674649577
base_v5,5tnf_C,0.11320378969898846,0.9072515359645585,0.35437640503574763,19.2394905949043,0.2319915254237288,0.13901024781783128,0.12064708884442056,0.09968105668334226,0.11931580092384314,0.11482666445910784,0.11869617174570901
base_v5,5vec_B,0.14456858636836695,0.8747573345789293,0.316316608887617,52.37406857808431,0.0,0.15863230948646864,0.13495945141961177,0.2490032769725982,0.2070281737986536,0.13250879559192122,0.1764264014538507
base_v5,5xuh_A,0.5760296253363292,0.7431487152378614,0.42530367640676636,23.93380355834961,0.0,0.09880284923646186,0.23724075324005547,0.2644462876283286,0.4841644894309116,0.7504127992567532,0.36701343575850215
base_v5,6a1v_A,0.22020014407853314,0.8656301046796446,0.5693776249893892,23.122143665949505,0.22916666666666666,0.2902803701193382,0.19042950227553476,0.1612817413766369,0.151021632285679,0.2532841557879674,0.20925948036903128
base_v5,6bau_B,0.20071101557650584,0.5703680464094099,0.060704107376824946,8.02792485555013,0.0,0.13015154687066874,0.19812552622031598,0.2083713806863092,0.1576869609788921,0.2083099244809118,0.1805290678474196
base_v5,6bl6_B,1.496539377481055,0.6452190779471717,0.5058179560023025,25.89215047308739,0.851063829787234,1.358514822940243,1.1758304805633952,1.2222295909028829,1.2561082446027738,1.5394575358008886,1.3104281349620368
base_v5,6e2j_A,0.35938112904256747,0.7157894736842104,0.43377014312288825,0.5886077880859375,1.0,0.5545284648736317,0.6276527245839437,0.30830590724945073,0.5423669517040253,0.32936271598164957,0.4724433528785402
base_v5,6ej6_A,0.12171006549640999,,,0.0,0.0,0.18813326458136248,0.11848871341596048,0.09376764639971717,0.09121446781641535,0.1292856257641688,0.12417794359552485
base_v5,6i7u_A,0.24966517722694784,0.7331168831168832,0.15127060641658846,45.484169006347656,0.0,0.08630477388699849,0.15855641121214087,0.14314635071371282,0.21597275327552448,0.27267567939379,0.17533119369643332
base_v5,6k0q_A,0.11887270909598079,0.7696255863786413,0.013250233357724493,11.812048435211182,0.5,0.06452022523929676,0.06447524230522043,0.06538982776892355,0.08355008148633644,0.12858403692993617,0.08130388274594266
base_v5,6l7d_A,0.3692663837677002,0.8862787173598624,0.5562057273643677,34.66973231537173,0.0,1.4923805449195582,0.7894570880349772,0.531806200389324,0.451428318519053,0.3326517392583309,0.7195447782242487
base_v5,6m4l_A,0.1165020644773669,0.8461818460874759,0.04396722539477236,36.23588180541992,0.0,0.13051990792155269,0.07265132162719966,0.10381141867643845,0.14268462699979093,0.11388878272396083,0.1127112115897885
base_v5,6o4b_G,0.3181105623589912,0.7638538251163601,0.31028265128272947,53.127310793411326,0.04830917874396135,0.3886998481802559,0.22000272420192465,0.2023238092148739,0.19958680176652704,0.34554006876865545,0.2712306504264474
base_v5,6r6n_B,0.1186655711568892,0.9242424242424243,0.53125,24.782733917236328,0.0,0.11737109720706942,0.08361638523638248,0.11885985717918092,0.08460273677419475,0.1478972771170973,0.11046947070278496
base_v5,6uau_A,0.10585406285814973,0.9420951572072543,0.464815479955423,26.013817469278973,0.0,0.08361143039332497,0.0542692567682778,0.07690457265778088,0.0879063932028928,0.1219085972469632,0.08492005005384794
base_v5,6zy0_A,0.10935278160872201,0.9957142857142857,0.25,9.435430526733398,1.0,0.09777582188447319,0.15989705398678783,0.09216948166008919,0.09459463733115368,0.11083102875238846,0.11105360472297847
base_v5,7bbx_A,0.3022926254780032,,,0.0,0.0,0.32046042879422504,0.218506195065048,0.22089221372323883,0.19516837816028035,0.3221044105036139,0.2554263252492812
base_v5,7bxo_B,0.33140145483440453,0.8662738214208074,0.5671835714169473,26.726096066561613,0.18181818181818182,2.82308395545591,1.2012928527187219,0.504780693284948,0.23054465501053614,0.21754601566449258,0.9954496344269217
base_v5,7dwo_B,1.6817211286477387,0.7176079046642234,0.7370618658274425,13.742589950561523,0.0,1.623792356501023,1.5818757792742597,1.3722506460645014,1.2755821258135334,1.783028202411991,1.5273058220130618
base_v5,7m8h_C,0.15242819164020957,0.9244042124681999,0.3235575285049727,17.537354826927185,0.4375,0.14057252982941768,0.15097080008681155,0.13222006238225462,0.15912422601735066,0.1534715057818557,0.14727182481953804
base_v5,7n6n_A,0.47928447139671065,0.8139427478516865,0.41569272473665453,28.33567015319512,0.5088289019687436,0.30893193642958244,0.3285615091914962,0.3070526403618273,0.3164656625681153,0.5417801127567343,0.36055837226155113
base_v5,7nlg_C,0.1969653345447098,0.8224932249322494,0.3271109246972894,2.919854300362723,0.8571428571428571,0.2537239846729097,0.3554887179817472,0.20994667012860127,0.21103447622486524,0.17009054239449334,0.24005687828052338
base_v5,7o58_B,0.838045751018682,0.8107163859441752,0.8292801124814776,32.793346325556435,0.125,0.869056730841597,0.8651126422213786,0.6370958390618512,0.777184603169308,0.8704501510491579,0.8037799932686585
base_v5,7sj1_C,0.5855085484027787,0.39163537755527744,0.4658852781411746,0.0,1.0,0.3338131007427971,0.4952581107305984,0.6795285679917369,0.970116651079689,0.5128121704084577,0.5983057201906559
base_v5,7sp0_B,0.22377520304967147,1.0,1.0,0.0,1.0,0.7513674919803938,0.6451122518628836,0.5322181284427643,0.3487517088651657,0.20898475093727417,0.4972868664176963
base_v5,7vns_A,0.25772351983964953,0.8670875755964237,0.3863549499268197,3.4188308715820317,0.5,0.26395090762525797,0.2768841078863121,0.26408178665013493,0.33378914559542067,0.2232244521620936,0.27238607998384384
base_v5,8eip_B,0.11624156235966236,0.9891267543169854,0.6496415770609318,13.936768531799316,0.5,0.17128283302817082,0.1584145767717726,0.09657371213299927,0.0865094095749203,0.12238491046224219,0.12703308839402103
base_v5,8eqo_B,0.43725983768684534,0.7789789165607846,0.45511964665825894,17.24411379650411,0.42021625163827,0.7305833842754774,0.4021713949807938,0.38041728909334904,0.39477178551222886,0.46078753706606285,0.4737462781855824
base_v5,8f79_A,1.8473180905251987,0.6889192202329246,0.7577481810936562,131.24072202046713,0.0,2.782734044724041,2.3664896277089915,2.0276508966253863,1.785317337970773,1.840273798264637,2.1604931410587658
base_v5,8jce_G,0.1505736293622286,0.9340513983371126,0.25845124157362576,56.53575642903646,0.0,0.23926665813282685,0.08918328767780354,0.11320848254900841,0.07977537943663755,0.15768232832947204,0.13582322722514967
base_v5,8ka0_C,0.7364720822254449,0.7395655330728077,0.6830820760715498,50.01686096191406,0.0,0.1138577957948049,0.23424222841858863,0.22019997136346225,0.31327894528178457,0.8685990127593373,0.3500355907235956
base_v5,8r3c_A,0.18723240817210088,0.9703168073676552,0.48837488015340363,20.020714925130207,0.006666666666666667,0.35002478049861063,0.19228302742665015,0.16957448742104075,0.10634652010599772,0.18705242969076305,0.20105624902861247
base_v5,8t06_A,0.252083155249325,0.8138251248161528,0.304490000486448,33.49544906616211,0.0,0.2692699112618963,0.6094786842863652,0.4199290867685341,0.1881307855134442,0.22437668337233804,0.34223703024051555
base_v5,8up8_C,0.19189950744478615,0.8502256131118564,0.292335079973897,15.527965545654297,0.0,0.6189974486827851,0.38512311047454784,0.19226605281135753,0.18579346196463284,0.16786052169627574,0.3100081191259198
base_v5,8wkd_A,0.5407187705859542,0.7350971638655461,0.4651381020279811,39.22949421405792,0.0,1.010215938091278,0.23359236617883047,0.8960583160320919,1.1406798420044093,0.48149766152103746,0.7524088247655294
base_v5,8x84_C,0.2788792166836301,0.9380940314627081,0.4893810559083164,30.234486937522888,1.0,1.3865551445633173,1.4906855306277673,1.3327572679845616,0.604530291604426,0.20809835688142583,1.0045253183322995
base_v5,9bc6_C,0.5078691858220999,0.5957757321211979,0.3527197917904569,1.589249610900879,1.0,0.26785785270233947,0.3261954278818199,0.6388607469524377,0.4558913086085037,0.5092844421309172,0.43961795565520356
base_v5,9cp9_B,0.11530324536932855,0.8830449362478148,0.15481458251344615,32.01237678527832,0.0,0.19875870976183152,0.0754748327243659,0.07229645083271245,0.09443214698846823,0.12290614478361984,0.11277365701819958
base_v5,9hkm_C,0.5177179713747252,0.7328595259325902,0.3500768660556095,48.152000427246094,0.0,2.480551461378733,1.2015640272625856,0.6537828939105209,0.5714936936645597,0.4680219287713176,1.0750828009975433
base_v5,9j83_A,2.187089989350049,0.6606153846153846,0.9304033035264607,3.1034088134765625,1.0,0.3192666570345561,0.7497790970585563,1.0873730218410491,1.3020472832628198,2.4197207418432263,1.1756373602080417
base_v5,9m80_B,0.3900951056492751,0.8410553615741218,0.44420128174524687,52.29926013946533,0.0,0.09598290920257571,0.2117496979023729,0.2502732178623671,0.2943736571454225,0.40404681430679457,0.25128525928390655
base_v5,9r2f_C,7.49932209374728,,,2.5916116502549915,1.0,6.804853156025026,8.57886606261686,6.492850889320727,6.422033670402708,7.679384488743669,7.195597653421799
base_v5,9sd5_A,0.11746324800802042,0.7985074626865672,0.29644565022536384,52.14410018920898,0.0,0.09787210822105404,0.37857275425146025,0.10910929289336006,0.07184441997966867,0.11624664664889375,0.15472904439888732
base_v5,9swq_B,0.8965268671698288,0.5936964504420585,0.5986789016398075,40.45744609832764,1.0,0.4687586004535357,0.38328307033294723,0.42980046644806863,0.6739694897766998,0.9451746685903203,0.5801972591203144
base_v5,9va6_A,0.49435491479481714,0.6320734797297297,0.31198783134284896,31.261920928955085,0.0,2.03446114808321,0.432315331697464,0.3077429264945828,0.3712858321337864,0.5423838258984517,0.737637812861499
zero_response,1ct1_E,0.47069559035232306,0.5,0.07775615169435732,27.009650470271254,0.11014492753623188,1.4255496796339153,0.7303541278989301,0.3812410903600653,0.4889382194144626,0.41099750120888373,0.6874161237032514
zero_response,1gyr_C,0.5917014396892718,0.5,0.11978021978021978,39.562649726867676,0.0,0.6204508753286467,0.5256548443454362,0.5343006647292197,0.596688979540328,0.5949837253078355,0.5744158178502932
zero_response,1h7x_D,0.29857426096102685,0.5,0.02603921167116132,80.03887315229936,0.09090909090909091,2.0505166324702175,1.832224689415762,0.6863139848163672,0.25200972571187286,0.2604086359662484,1.0162947336760935
zero_response,1ild_A,0.24092630123002054,0.5,0.007782101167315175,32.0631103515625,0.0,0.20529226213693613,0.23156402327797626,0.18314372945357768,0.20684857428844633,0.25199454984046177,0.21576862779947964
zero_response,1jll_E,0.4749467782214554,0.5,0.05413831716549617,52.85120912031694,0.0,0.2532235279001973,0.29857040312084737,0.3531892966210777,0.3859697255772163,0.5109827743967141,0.36038714552321055
zero_response,1me5_B,0.4821270910667719,0.5,0.08477842003853564,34.087395985921226,0.0,0.5539192176527447,0.330564894216756,0.37266828862304235,0.39372189382631,0.5234699195059433,0.43486884276495924
zero_response,1mjy_A,0.5842136343130678,0.5,0.15729323308270676,23.571336327937612,0.0,0.6386003551612559,0.6600440087899113,0.5755169172056367,0.6035433487943849,0.5964933608395185,0.6148395981581415
zero_response,1u5o_A,0.5244810037639105,0.5,0.1451741757753488,21.056103282504612,0.3333333333333333,0.35609811599607816,0.35948620138023,0.44082820866227385,0.46789658778075627,0.5724031874249154,0.4393424602488507
zero_response,1vyd_B,0.23811524612267085,0.5,0.008620689655172414,11.682313919067383,0.5,0.45975639174381894,0.2663769116625189,0.21340767428692842,0.19074207431015866,0.25595067806358707,0.2772467460134024
zero_response,1vzi_B,0.22607778405407442,0.5,0.011384615384615384,16.99758849143982,0.35,0.18190905959345396,0.17942123477835029,0.1554188657847163,0.1655409696714074,0.28137097613944656,0.1927322211934749
zero_response,1y39_A,0.24596405578022068,0.5,0.013513513513513514,0.0,0.0,0.8163516322771708,0.19888523345192274,0.17791991286418013,0.21614550822414458,0.25237522437237203,0.33233550223795805
zero_response,1z73_A,0.1454163810900266,,,0.0,1.0,0.17319463690121964,0.16132448779212102,0.17433216305715693,0.16112544283270833,0.1368035590315753,0.16135605792295624
zero_response,1z8u_A,0.5522233519340969,0.5,0.07777777777777778,43.61150932312012,0.0,3.2379408081372576,1.3755795285105705,0.5312467068433762,0.5261648930609226,0.4173355746163946,1.2176535022337043
zero_response,2a6x_B,0.24320817518486007,0.5,0.0182648401826484,17.218212127685547,0.0,0.27575132747491193,0.3018326535820961,0.47910028291137324,0.18494053706526753,0.2185410922728211,0.29203317866129397
zero_response,2awi_L,0.47304202545791457,0.5,0.07808219178082192,41.47215805053711,0.0,0.29094902426004404,0.3327461676164107,0.28816323798770704,0.34429741350835874,0.525907393945036,0.3564126474635113
zero_response,2bek_D,0.39353199786459947,0.5,0.04451821586653047,31.227688831753202,0.011111111111111112,0.3511342512788596,0.3502383203742718,0.3405957373904938,0.3647717959871518,0.4136178942976495,0.3640715998656853
zero_response,2d5g_D,0.5660794755241957,0.5,0.06927710843373494,22.99198627471924,0.0,0.5763582910100619,0.3506168834865093,0.37465228233486414,0.4688563160598278,0.7351591302495863,0.5011285806281699
zero_response,2eyp_A,0.26942808151399616,0.5,0.05074134592108449,15.423744070118872,0.3793103448275862,0.23621143297902467,0.23183374509182283,0.22364788817328576,0.2420259905263455,0.3051855285938498,0.2477809170728657
zero_response,2hlp_A,0.5098075126340319,0.5,0.07543627183078343,43.73156566920506,0.02626970227670753,0.5171233596784751,0.42326093954789473,0.42578012644897656,0.49890906307923555,0.5193530967502347,0.4768853171009633
zero_response,2o94_B,0.3885220028665465,0.5,0.023529411764705882,28.4301016330719,0.375,0.483919620513916,0.3584664717782289,0.35741417412646115,0.3810655090824834,0.3913780968337105,0.39444877446696
zero_response,2ouv_B,0.39044671237937717,0.5,0.04452494008049564,30.5053034695712,0.045454545454545456,0.19287995971513514,0.202720176258492,0.23789913878575106,0.2642668464260027,0.4592644749130898,0.27140611921969415
zero_response,2pp3_B,0.1585987464476864,0.5,0.0090014064697609,41.932623291015624,0.4,0.13588919722371626,0.17180435129187321,0.14644347512794115,0.16076319419920673,0.15922792682758796,0.15482562893406507
zero_response,2xhn_B,0.07095957670624797,,,0.0,1.0,0.10637567068139706,0.07371596499745331,0.07918968560174103,0.07458501848248905,0.06965737039524753,0.0807047420316656
zero_response,2ygp_A,0.193251080152675,0.5,0.005747126436781609,30.54112434387207,0.0,0.5924257437388102,0.34953141398727894,0.19908280040209106,0.14314549392269502,0.19044470197210708,0.2949260308045965
zero_response,3a9w_A,0.20201612918046588,0.5,0.007496602642233711,27.943183263142902,0.0,0.147681035929256,0.17112376682815092,0.202796219587326,0.1990673145530997,0.20499595715079452,0.18513285880972544
zero_response,3ax3_A,1.064634849703071,0.5,0.3434343434343434,22.731449445088703,0.0,2.0058560570081077,1.2677972830004163,1.1198945390649586,1.1168402026681339,0.8323711477289045,1.268551845894104
zero_response,3b8t_A,0.1632900983394355,0.5,0.0054453590510541066,25.997915074510395,0.2830188679245283,0.4583166393468965,0.2270886904877792,0.16073837668546448,0.14501192668435667,0.16130041828487565,0.23049121029787448
zero_response,3cfh_B,0.1675874547235829,0.5,0.015691543741784723,17.798782634735108,0.375,0.19453573493907844,0.1562596578409688,0.12395993840920254,0.1188845828741106,0.1861558690310347,0.15595915661887902
zero_response,3cyi_A,2.57427188657758,0.5,0.8504672897196262,29.79861217074924,0.0,1.8863305162500454,1.8355805116986472,1.7525003660492033,2.476618820202109,3.0837938263573403,2.206964808111469
zero_response,3dl5_C,0.3623804074969996,0.5,0.039587318412025216,63.004932503951224,0.0,0.488688577097236,0.45015118534987175,0.39658667535087166,0.4242077642606768,0.3658533079175337,0.425097501995238
zero_response,3e44_A,0.8880354921667574,0.5,0.3141151291878304,46.82238006591797,0.0,1.3437688648700714,2.382021448441914,0.9972988325796086,1.0962001353221742,0.838408913338298,1.3315396389104135
zero_response,3g7j_B,0.2251235135253137,0.5,0.03949158657905962,12.49513041973114,0.5625,0.49647174763958896,0.4902752957061036,0.3596057627559067,0.2082004787292616,0.19981170198215964,0.35087299736260413
zero_response,3jtq_B,0.20338847306271535,0.5,0.017241379310344827,25.843168258666992,0.5,0.21679748222231865,0.16901023965328926,0.18654131416517955,0.24905348644261396,0.2013289366402051,0.2045462918247213
zero_response,3lze_A,0.20341838786858446,,,0.0,1.0,0.33166514999336666,0.40961240244408453,0.23662094391951885,0.17053431140681827,0.194703037608107,0.26862716907437906
zero_response,3m0o_B,0.20709256563521852,0.5,0.01917907644464552,34.8729331874046,0.16806722689075632,0.2080324414167918,0.15534496366956818,0.15456856994927756,0.1595562001012614,0.22199253565296354,0.1798989421579725
