alignment_variant_reference,cluster_id_30,n_samples_reference,n_residues_reference,global_mae_cluster_mean_reference,perturbed_auroc_cluster_mean_reference,perturbed_auprc_cluster_mean_reference,mae_shell_0_cluster_mean_reference,mae_shell_1_cluster_mean_reference,mae_shell_2_cluster_mean_reference,mae_shell_3_cluster_mean_reference,mae_shell_4_cluster_mean_reference,shell_mae_cluster_mean_reference,alignment_variant_candidate,n_samples_candidate,n_residues_candidate,global_mae_cluster_mean_candidate,perturbed_auroc_cluster_mean_candidate,perturbed_auprc_cluster_mean_candidate,mae_shell_0_cluster_mean_candidate,mae_shell_1_cluster_mean_candidate,mae_shell_2_cluster_mean_candidate,mae_shell_3_cluster_mean_candidate,mae_shell_4_cluster_mean_candidate,shell_mae_cluster_mean_candidate,diff_shell_mae,diff_perturbed_auprc,improved_shell_mae,reference,candidate
kabsch_exclude_4A,6a1v_A,48,6741,0.22298090848796806,0.8209155960825448,0.16545037873641832,0.3032321076995383,0.18449205217105383,0.15864451344795225,0.15201908406999332,0.2528667719537556,0.21025090586845865,kabsch_exclude_8A,48,6741,0.21324763457428847,0.8257290177217385,0.25336823887794296,0.2280414485398473,0.1536161737398977,0.15257897474012286,0.14786034227801367,0.24527337270100108,0.1854740623997765,-0.02477684346868214,0.08791786014152464,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,4f4m_D,23,3376,0.20363648621678812,0.7599778455646597,0.16584461957986305,0.14285286515951157,0.12975781219225233,0.19930557380526912,0.1683762901231048,0.2516968280517683,0.17839787386638123,kabsch_exclude_8A,23,3376,0.2032645828318473,0.8750604120521811,0.25961982469986183,0.11223242323899614,0.1373306401013457,0.2026840949496206,0.1626483779744398,0.25260955579635924,0.1735010184121523,-0.004896855454228938,0.09377520511999879,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,8up8_C,10,1630,0.20483349617684912,0.7970550115207373,0.13011597213671974,0.7800829956928889,0.4589332185640204,0.2095795533130482,0.20872508769234022,0.1734435476243496,0.3661528805773295,kabsch_exclude_8A,10,1630,0.17612546353309524,0.8386158973268099,0.14888499322746995,0.46262868444124855,0.2648673494142003,0.1338643134587397,0.16206563753386338,0.16910455020442605,0.2385061070104956,-0.12764677356683388,0.01876902109075021,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3lze_A,6,978,0.47735522531738583,,,0.7863498975833257,0.4768222062538067,0.8132674644035952,0.4872249761707525,0.43550630399608375,0.5998341696815127,kabsch_exclude_8A,6,978,0.31758318289901094,,,0.6330546558731132,0.2466649668912093,0.6138868988624641,0.31385249424892575,0.28481143651935514,0.41845409047901344,-0.18138007920249927,,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3cfh_B,40,6608,0.12526750302929646,0.7672803583395056,0.032494135068573834,0.12828368948151667,0.07993614406117963,0.08619400039342064,0.11445031854547343,0.13755715569807048,0.10928426163593216,kabsch_exclude_8A,40,6608,0.12013852360696965,0.8274313779798288,0.035652358309185,0.13347594356164336,0.0800478966647966,0.07940717331557844,0.10979429811428049,0.1318701179269211,0.10691908591664401,-0.002365175719288154,0.0031582232406111646,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,4hgq_E,96,15744,0.34549077162319747,0.862827740818416,0.03992796244263002,0.6667508667516004,0.3621035358014827,0.399834477339339,0.2708126383551567,0.34743142184082954,0.4093865880176817,kabsch_exclude_8A,96,15744,0.2091606299962415,0.9049921306315168,0.20989276106598115,0.27535522969750065,0.20423959048154453,0.21287250027304427,0.16218157604789282,0.21972706318305993,0.21487519193660845,-0.19451139608107323,0.16996479862335112,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,9va6_A,2,330,0.49975169390214214,0.6444784628378378,0.3100832566592756,2.0612613558769226,0.44413591027259824,0.3145819673233706,0.3786311337146266,0.5462277274016502,0.7489676189178336,kabsch_exclude_8A,2,330,0.3754797444086183,0.650047508445946,0.29510906037340157,1.8743306398391724,0.37256112694740295,0.2274970050253298,0.26745073921207724,0.4090017769837154,0.6301682576015396,-0.11879936131629398,-0.014974196285874042,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,7vns_A,8,1352,0.26776001765186064,0.8591962367152564,0.3096753712063254,0.2975167293722431,0.3279589637493094,0.28273449915328197,0.34655790915047485,0.2341681133158382,0.2977872429482295,kabsch_exclude_8A,8,1352,0.2628066009916255,0.8342817757670012,0.274678172880933,0.24103313327456513,0.3211642727255821,0.26760438356016364,0.3307676249117191,0.2360617031896803,0.27932622353234204,-0.01846101941588746,-0.03499719832539239,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,1me5_B,3,519,0.25498889855006873,0.712799043062201,0.19197391141354803,0.2564246654510498,0.16563386097550392,0.1717061929661652,0.21119705013122902,0.2864041446651123,0.21827318283781202,kabsch_exclude_8A,3,519,0.268592345490621,0.7522727272727272,0.21734745516731924,0.3053863181008233,0.19434600982528466,0.19356052243504032,0.22725093355738973,0.2959464035124542,0.24329803748619844,0.025024854648386413,0.02537354375377121,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,2ygp_A,1,174,0.22469516720986743,1.0,1.0,0.04782283306121826,0.2291015069931746,0.2492306031859838,0.24215652240860852,0.22187182545752787,0.19803665822130262,kabsch_exclude_8A,1,174,0.21152508889335667,1.0,1.0,0.03503668308258059,0.19556719064712524,0.21195146957269081,0.2248871983780015,0.21293588944264058,0.17607568622460773,-0.02196097199669489,0.0,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,1mjy_A,57,9975,0.39529421706798307,0.5440766838218536,0.20118459303340966,0.37610177113538423,0.45647851011732166,0.48118727442018594,0.5072325551273944,0.33505856781488663,0.43121173572303456,kabsch_exclude_8A,57,9975,0.3991573498573593,0.5850090036574048,0.21484852035007668,0.3851663504634597,0.4884015498379418,0.4974830536627027,0.514004675487303,0.3337371044857161,0.4437585467874247,0.012546811064390151,0.013663927316667018,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,8eqo_B,6104,1147390,0.42670684987953433,0.7266350564819508,0.3888949659751741,0.7237065424459764,0.41884232172467817,0.3645001991927404,0.3713020444764266,0.4518557576817364,0.4660413731043116,kabsch_exclude_8A,6104,1147390,0.4547350513970939,0.6571613047856747,0.3040733856398014,0.7968127647219346,0.48486866358746167,0.4046060041297965,0.4057171953499896,0.4709525501814775,0.5125914355941321,0.04655006248982052,-0.08482158033537268,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,4p4h_A,16,3008,0.3882353709158587,0.6402943713544662,0.27828408355376955,0.2463720335314671,0.18382365442812443,0.23243170226020599,0.3875851479330749,0.422461189407914,0.2945347455121573,kabsch_exclude_8A,16,3008,0.44205677616187034,0.6548798074101893,0.27826973559316537,0.3300314440081517,0.22127070226189163,0.27310849345330873,0.4627382739475279,0.4757645848026131,0.35258269969469863,0.05804795418254133,-1.4347960604177423e-05,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,8wkd_A,2,384,0.5246045151337361,0.7354582457983194,0.46022244414586655,0.6834869980812074,0.23371937374273935,0.8637075076500574,1.122341455748448,0.46954315962890786,0.674559698970272,kabsch_exclude_8A,2,384,0.5846485191917358,0.7528065913865547,0.4850870312844079,1.2273276448249817,0.20772019028663635,0.9798160145680109,1.2037350076895494,0.5217098133150666,0.828061734136849,0.153502035166577,0.02486458713854134,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,7sj1_C,16,3136,0.563888836309922,0.39142678347934917,0.4727935621172403,0.30177205925186473,0.4775394021222989,0.6598457984315852,0.9638507466118497,0.4882119968012496,0.5782440006437696,kabsch_exclude_8A,16,3136,0.6413566507731697,0.38955807351368343,0.47135396904251664,0.4302726071327925,0.5655383483196298,0.7556897240380446,1.0424920302959015,0.561640893845083,0.6711267207262903,0.09288272008252074,-0.001439593074723633,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,8t06_A,16,3184,0.2510154188853974,0.7455228692568328,0.20252620659381507,0.2562231058254838,0.5914506032582252,0.402287424231569,0.19358953083347943,0.22146396590264658,0.3330029260102808,kabsch_exclude_8A,16,3184,0.2437815337556522,0.7212375068252498,0.1512852249068254,0.19436822179704905,0.5159460838523603,0.3595840598422068,0.17433130175427156,0.2265412485316158,0.2941541831555007,-0.03884874285478013,-0.05124098168698968,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3g7j_B,16,3540,0.15758622197018632,0.8183620689655172,0.06642842088651796,0.37686187226790935,0.28190476149068894,0.23210900487999123,0.19968682026418266,0.12411556963897992,0.2429356057083504,kabsch_exclude_8A,16,3540,0.15176041395532355,0.7797418908227849,0.04949410912881086,0.3713510291806112,0.2752473044737771,0.21379006250451008,0.17555648354252254,0.12445761830327122,0.23208049960093846,-0.010855106107411944,-0.0169343117577071,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,2a6x_B,1,219,0.16879348939106073,0.8802325581395348,0.08671565506508205,0.06165205935637159,0.16942591716845834,0.29445767030119896,0.12659523495369487,0.1639328975123253,0.1632127558584098,kabsch_exclude_8A,1,219,0.14023399380669338,0.8930232558139535,0.09681642001409443,0.0379081666469574,0.12993418176968896,0.28100940261198126,0.08868519369926718,0.1365040469874474,0.13480819834306845,-0.02840455751534135,0.01010076494901238,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3x2y_C,18,4086,0.2269430506728978,0.7423177010595312,0.10522371606549398,0.28113344256524686,0.3136850395550331,0.4682081417284078,0.3948178457275117,0.11467494627076871,0.3145038831693937,kabsch_exclude_8A,18,4086,0.24479637129507628,0.7678078078078078,0.10184114951016797,0.30579658149293176,0.3527820050405959,0.50120075534667,0.42172326395119736,0.12431641568747635,0.34116380430377424,0.026659921134380538,-0.003382566555326011,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,4cj8_I,7,1651,0.3494255944402795,0.7487066040552645,0.39064427269508134,0.9985390993810835,0.30140144963349613,0.3648103175278242,0.30436293534102277,0.35239336454866826,0.46430143328641893,kabsch_exclude_8A,7,1651,0.38770086327731285,0.7613057801737048,0.40344498290312336,1.0698556814874922,0.35220839123108555,0.41969204849095515,0.3455148871512489,0.38492562929977786,0.514439327532112,0.05013789424569304,0.012800710208042021,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,6uau_A,6,1446,0.10592971819698975,0.9004469122426868,0.286402885891423,0.08554668310615754,0.055784102233629375,0.0791088130178028,0.08717961535415845,0.11925860137204161,0.08537556301675794,kabsch_exclude_8A,6,1446,0.11024823271634668,0.9333965330444204,0.3697147218645206,0.06737014982435441,0.06393792184572371,0.08666454336458915,0.08494842706827188,0.12507817348422007,0.08559984311743184,0.00022428010067389315,0.0833118359730976,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,7o58_B,24,5808,0.8395658923595561,0.5608256191256948,0.4797870328132793,0.8773233900881476,0.8723463976586406,0.6385888437901837,0.7794334138615651,0.8713175901367898,0.8078019271070653,kabsch_exclude_8A,24,5808,0.8254189560391566,0.5496813989175622,0.4798091873711111,0.9738228612889847,0.9437685531394725,0.6861540867587713,0.8051512478671682,0.8357050916225306,0.8489203681353855,0.041118441028320185,2.2154557831832733e-05,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,7sp0_B,1,244,0.2426768996920742,1.0,1.0,0.8589864994088808,0.6878682132810354,0.5774634977181753,0.372945174574852,0.22619205077594898,0.5446910871517785,kabsch_exclude_8A,1,244,0.310153337913092,1.0,1.0,1.0798226445913315,0.965439435094595,0.7639110883076986,0.5556186735630035,0.28791368386529864,0.7305411050843855,0.18585001793260703,0.0,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,3e44_A,7,1779,0.6774727415132215,0.7622727140063625,0.6145554225198993,0.9522227417855036,1.9943679698875971,0.7852851954064791,0.9234044100775058,0.6284079489567186,1.0567376532227608,kabsch_exclude_8A,7,1779,0.7021183943823022,0.7487566324981566,0.5940162360564201,1.0200825844492232,2.103739737399987,0.8416402217330812,0.9594282163643694,0.6487257315381477,1.1147232982969617,0.0579856450742009,-0.020539186463479187,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,4cv1_E,2064,550177,0.38074286885502606,0.7223134747744738,0.27075296120170067,0.8929389259748994,0.6999062551778116,0.5425552316259274,0.3946091513341238,0.3424218247109977,0.574486277764752,kabsch_exclude_8A,2064,550177,0.38846594718527583,0.7882486032239118,0.3268526630169834,0.8763631440683783,0.7183965336127491,0.5775759535364231,0.39990599854834213,0.347651156226711,0.5839785571985208,0.009492279433768736,0.05609970181528273,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,1ild_A,2,514,0.1616044908703997,0.9705882352941176,0.5521390374331551,0.2206078494588534,0.2616403197700327,0.1467740787741016,0.09519197027488001,0.1661764498005815,0.17807813361568986,kabsch_exclude_8A,2,514,0.15290871145500864,0.9708333333333333,0.2637768817204301,0.14626463005940119,0.2377117130566727,0.11543605849146843,0.07698704514267116,0.16268466399311263,0.14781682214866523,-0.030261311467024626,-0.28836215571272494,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,2bek_D,90,23760,0.1851648995355485,0.8838590379228888,0.26206071327547553,0.14062706105135106,0.1397024840912503,0.1980436347331035,0.16466258069371983,0.1918427623182718,0.1669757045775393,kabsch_exclude_8A,90,23760,0.16912761394429154,0.8966238922697084,0.36170603723447264,0.14209606589542495,0.12363952204783192,0.14900147668882519,0.14725351296488395,0.18157646157386614,0.14871340783416645,-0.018262296743372847,0.09964532395899711,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,2awi_L,5,1460,0.22475497261302113,0.7011026824118245,0.2480075198474493,0.15105350265900294,0.11928982084447691,0.12195650603001316,0.16591532561731967,0.2529229858683215,0.16222762820382683,kabsch_exclude_8A,5,1460,0.2203843079252194,0.7177405049569348,0.25276716211266226,0.13712427467107774,0.11387056965719569,0.10970513025919597,0.16263304927239292,0.24942263808032428,0.15455113238803733,-0.007676495815789497,0.004759642265212971,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,7dwo_B,8,2336,1.6604850897278434,0.6061840446007832,0.7169785576425177,1.6157628558576107,1.5748449660116626,1.360386432693252,1.2628956250564167,1.7591139258314954,1.5146007610900873,kabsch_exclude_8A,8,2336,1.663525936876309,0.6103873935315332,0.7241729129657913,1.7023872534434001,1.7059337381393678,1.4651039388241633,1.3296187312878442,1.734921095042312,1.5875929513474174,0.07299219025733006,0.007194355323273616,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,5tnf_C,944,277918,0.11328118568683428,0.902968473652575,0.13012190935171136,0.1384648349115171,0.10933301980811277,0.09561963694591487,0.12000877656037698,0.11426152794896353,0.11553755923497704,kabsch_exclude_8A,944,277918,0.11257581855699102,0.9082282145457192,0.1451746332775036,0.14493182605591903,0.1149776471318673,0.09336328279303631,0.1201416312415854,0.1131223419842855,0.1173073458413387,0.0017697866063616646,0.015052723925792239,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,7m8h_C,16,4704,0.15737871666866327,0.9021679131054132,0.10749832041115379,0.14620849979110065,0.16012579014662792,0.13979512625276888,0.16676018829356232,0.15712985673101063,0.15400389224301408,kabsch_exclude_8A,16,4704,0.11820751002529988,0.9145203087411646,0.0712737086594635,0.13388738043916723,0.1256458868134629,0.1085179603747006,0.11423581485211363,0.12017367602511309,0.1204921437009115,-0.03351174854210258,-0.03622461175169028,True,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,7n6n_A,29562,9020536,0.4766598560420657,0.7020102077643344,0.3348717334540751,0.30947991337790826,0.2927419744315904,0.280277825968429,0.3116944971673687,0.5347240797947922,0.3457836581480177,kabsch_exclude_8A,29562,9020536,0.5285920989428036,0.7265654928411424,0.350559987039211,0.364523776623676,0.35913386857279644,0.3393712552181743,0.3745427103354056,0.5834842334738009,0.4042111688447706,0.05842751069675289,0.01568825358513587,False,kabsch_exclude_4A,kabsch_exclude_8A
kabsch_exclude_4A,2hlp_A,571,188099,0.32253851849775234,0.8024588789192689,0.258074750465053,0.27764966423773085,0.24241958184802748,0.24513570701749496,0.3401634395434833,0.32831547117956805,0.2867367727652609,kabsch_exclude_8A,571,188099,0.3271394512669799,0.8316807158067171,0.3084360404330169,0.2903515429186054,0.2527136105866407,0.24840648714661584,0.340508195817684,0.3332991933758454,0.29305580596907826,0.006319033203817381,0.05036128996796391,False,kabsch_exclude_4A,kabsch_exclude_8A
